"request_id","created_date","closed_date","status","communityboardid","address","cross_street","landmark","locationtype","facilitytype","addresstype","vehicletype","agency_code","responsibleagency","requesttype","category","request_details","source","latitude","longitude"
41315727,"2019-01-01 21:37:00+00","2019-01-03 00:00:00+00","Closed","04 BRONX","627 WALTON AVENUE, BRONX, NY 10451","EAST 150 STREET & EAST 151 STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.8206518002778,-73.927675144528
41321451,"2019-01-02 09:32:00+00","2019-01-05 00:00:00+00","Closed","05 QUEENS","60-17 74 STREET, Middle Village, NY 11379","BEND & ELIOT AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7233342012721,-73.8866744329571
41324601,"2019-01-02 09:32:02+00","2019-01-07 09:59:30+00","Closed","18 BROOKLYN",NULL,NULL,NULL,"Property Address","N/A","ADDRESS",NULL,"DOF","Correspondence Unit","DOF Property - Request Copy","Copy of Statement","The Department of Finance mailed the requested item.","PHONE",NULL,NULL
41327940,"2019-01-02 10:27:26+00","2019-01-08 10:37:58+00","Closed","03 STATEN ISLAND",NULL,NULL,NULL,"Park","N/A",NULL,NULL,"DPR","Department of Parks and Recreation","Damaged Tree","Entire Tree Has Fallen Down","The Department of Parks and Recreation performed the work necessary to correct the condition.","OTHER",NULL,NULL
41326840,"2019-01-02 10:45:58+00","2019-02-15 10:35:29+00","Closed","02 MANHATTAN","426 WEST 14 STREET, NEW YORK, NY 10014","9 AVENUE & WASHINGTON STREET",NULL,"Property Address","N/A","ADDRESS",NULL,"DOF","External Affairs Unit","DOF Property - Payment Issue","Payment Not Posted","See notes.","PHONE",40.7414145915392,-74.0064956487936
41320003,"2019-01-02 11:26:54+00","2019-01-03 08:30:00+00","Closed","02 STATEN ISLAND",NULL,NULL,NULL,NULL,"N/A","INTERSECTION",NULL,"DOT","Department of Transportation","Street Condition","Pothole","The Department of Transportation inspected this complaint and repaired the problem.","UNKNOWN",40.5900229094126,-74.1493097266144
41320419,"2019-01-02 11:35:00+00","2019-01-04 00:00:00+00","Closed","03 QUEENS","34-12 113 STREET, Corona, NY 11368","34 AVENUE & 37 AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7564809432836,-73.855738648511
41324838,"2019-01-02 15:01:00+00","2019-01-04 00:00:00+00","Closed","06 BROOKLYN","95 3 STREET, BROOKLYN, NY 11231","HOYT STREET & BOND STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.6773655035404,-73.9927210446703
41326968,"2019-01-02 15:13:00+00","2019-01-10 00:00:00+00","Closed","10 BROOKLYN","98 GELSTON AVENUE, BROOKLYN, NY 11209","88 STREET & 90 STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.6189315834658,-74.0271344079657
41329233,"2019-01-02 15:30:00+00","2019-01-03 12:00:00+00","Closed","03 BROOKLYN","90 QUINCY STREET, BROOKLYN, NY 11238",NULL,NULL,"Street","DSNY Garage","ADDRESS",NULL,"DSNY","Brooklyn North 03","Sanitation Condition","15 Street Cond/Dump-Out/Drop-Off","The Department of Sanitation removed the items.","PHONE",40.6861357571502,-73.9577411689404
41323164,"2019-01-02 15:30:06+00","2019-01-03 09:59:46+00","Closed","07 QUEENS",NULL,NULL,NULL,"Property Address","N/A","ADDRESS",NULL,"DOF","Land Records","DOF Property - Update Account","Billing Address Incorrect","See notes.","PHONE",NULL,NULL
41323941,"2019-01-02 15:37:59+00","2019-04-08 00:00:00+00","Closed","01 BROOKLYN","16 COOK STREET, BROOKLYN, NY 11206",NULL,NULL,"Mixed Use","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Graffiti","Graffiti","The City inspected the property for cleaning, but no graffiti was found.","UNKNOWN",40.7022468544474,-73.9433479385509
41322537,"2019-01-02 15:49:00+00","2019-01-04 00:00:00+00","Closed","08 BROOKLYN","1351 BERGEN STREET, BROOKLYN, NY 11213","REVERE PLACE & ALBANY AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.6755577136703,-73.9399277096034
41324834,"2019-01-02 15:49:00+00","2019-01-05 00:00:00+00","Closed","05 QUEENS","75-25 67 ROAD, Middle Village, NY 11379","75 STREET & 78 STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7122384007658,-73.8772101859473
41325551,"2019-01-02 16:24:18+00","2019-04-15 00:00:00+00","Closed","03 QUEENS","90-17 31 AVENUE, East Elmhurst, NY 11369",NULL,NULL,"Comercial","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Graffiti","Graffiti","The City has removed the graffiti from this property.","UNKNOWN",40.7600477636645,-73.8783493502393
41322453,"2019-01-02 16:29:42+00",NULL,"Open","Unspecified BROOKLYN","733 39 street",NULL,NULL,NULL,"N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Graffiti","Graffiti",NULL,"UNKNOWN",NULL,NULL
41319376,"2019-01-02 17:13:00+00","2019-01-08 09:41:00+00","Closed","05 QUEENS","58-20 FRESH POND ROAD, Maspeth, NY 11378","FLUSHING AVENUE & 59 AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7209775935116,-73.9029450624397
41325905,"2019-01-02 17:13:00+00","2019-01-04 00:00:00+00","Closed","10 QUEENS","91-17 GOLD ROAD, Ozone Park, NY 11417","SITKA STREET & BEND",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.674340890043,-73.8450037762503
41320048,"2019-01-02 12:32:27+00","2019-01-03 10:02:52+00","Closed","08 MANHATTAN",NULL,NULL,NULL,"Property Address","N/A","ADDRESS",NULL,"DOF","Land Records","DOF Property - Update Account","Billing Address Incorrect","See notes.","PHONE",NULL,NULL
41327070,"2019-01-02 17:21:00+00","2019-01-04 00:00:00+00","Closed","10 BRONX","230 CALHOUN AVENUE, BRONX, NY 10465","HARDING AVENUE & LAWTON AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.8163697784578,-73.8179565959525
41320357,"2019-01-02 17:24:00+00","2019-01-05 00:00:00+00","Closed","04 QUEENS","40-31 ASKE STREET, Elmhurst, NY 11373","WHITNEY AVENUE & 94 STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7482588001297,-73.8730150205474
41322563,"2019-01-02 17:47:00+00","2019-01-05 00:00:00+00","Closed","09 QUEENS","91-02 109 STREET, Richmond Hill, NY 11418","91 AVENUE & ATLANTIC AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.6930277963207,-73.8373875658192
41322562,"2019-01-02 18:03:00+00","2019-01-06 00:00:00+00","Closed","07 MANHATTAN","515 WEST   59 STREET, NEW YORK, NY 10019","10 AVENUE & 11 AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7707225725096,-73.9883207380328
41325863,"2019-01-02 18:03:00+00","2019-01-06 00:00:00+00","Closed","11 BRONX","1742 UNIONPORT ROAD, BRONX, NY 10462","BEND & AMETHYST STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.8444253547141,-73.867608804413
41320363,"2019-01-02 18:11:00+00","2019-01-04 00:00:00+00","Closed","01 BROOKLYN","132 MIDDLETON STREET, BROOKLYN, NY 11206","MARCY AVENUE & HARRISON AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7026486156338,-73.951610308446
41321454,"2019-01-02 18:54:00+00","2019-01-05 00:00:00+00","Closed","02 STATEN ISLAND","119 MILDEN AVENUE, STATEN ISLAND, NY 10301","BEND & DEAD END",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.6079833649681,-74.0969230811423
41322529,"2019-01-02 19:02:00+00","2019-01-06 00:00:00+00","Closed","06 QUEENS","92-07 68 AVENUE, Forest Hills, NY 11375","KESSEL STREET & JUNO STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7157896507761,-73.855520099743
41320410,"2019-01-02 20:47:00+00","2019-01-03 15:56:00+00","Closed","05 QUEENS","73-32 67 ROAD, Middle Village, NY 11379","73 PLACE & 75 STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7120480900003,-73.878931126748
41318369,"2019-01-01 05:22:58+00","2019-01-04 12:50:00+00","Closed","13 QUEENS","136-24 241 STREET, Rosedale, NY 11422","136 AVENUE & 137 AVENUE",NULL,NULL,"N/A","ADDRESS",NULL,"DOT","Department of Transportation","Street Condition","Pothole","The Department of Transportation inspected this complaint and repaired the problem.","UNKNOWN",40.6702173981297,-73.7348238408393
41324690,"2019-01-02 21:06:00+00","2019-01-06 00:00:00+00","Closed","01 QUEENS","49-06 28 AVENUE, Woodside, NY 11377","49 STREET & 50 STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7620309441796,-73.9063651005532
41318224,"2019-01-01 09:33:00+00","2019-01-04 00:00:00+00","Closed","03 STATEN ISLAND","129 GERVIL STREET, STATEN ISLAND, NY 10309","LOCUST COURT & CORRELL AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.5466470183408,-74.2119219403059
41318479,"2019-01-01 09:33:00+00","2019-01-03 00:00:00+00","Closed","17 BROOKLYN","721 EAST   49 STREET, BROOKLYN, NY 11203","CLARENDON ROAD & AVENUE D",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.6436992387542,-73.9305226647513
41324913,"2019-01-02 21:06:00+00","2019-01-04 00:00:00+00","Closed","10 QUEENS","153-10 79 STREET, Howard Beach, NY 11414","153 AVENUE & 155 AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.6653812791336,-73.8550345296881
41319150,"2019-01-01 11:06:00+00","2019-01-04 00:00:00+00","Closed","11 QUEENS","59-19 FRESH MEADOW LANE, Fresh Meadows, NY 11365","59 AVENUE & HORACE HARDING EXPRESSWAY",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7397125554805,-73.7970159791843
41315277,"2019-01-01 13:19:00+00","2019-01-01 13:19:00+00","Pending","05 BROOKLYN","307 AUTUMN AVENUE, BROOKLYN, NY 11208","FULTON STREET & ATLANTIC AVENUE",NULL,"Street","DSNY Garage","ADDRESS",NULL,"DSNY","BCC - Brooklyn North","Derelict Vehicles","14 Derelict Vehicles","The Department of Sanitation removed the items.","PHONE",40.6827955149551,-73.8699523950797
41315472,"2019-01-01 13:19:00+00","2019-01-05 00:00:00+00","Closed","12 QUEENS","171-38 105 AVENUE, Jamaica, NY 11433","171 PLACE & 172 STREET",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7021101300913,-73.7853910656906
41315734,"2019-01-01 13:19:00+00","2019-01-05 12:00:00+00","Closed","01 STATEN ISLAND",NULL,NULL,NULL,"Sidewalk","DSNY Garage","INTERSECTION",NULL,"DSNY","BCC - Staten Island","Sanitation Condition","12 Dead Animals","The Department of Sanitation cleaned the location.","PHONE",40.60503007217,-74.0657385354423
41309406,"2019-01-01 00:24:55+00","2019-01-07 15:42:40+00","Closed","09 BROOKLYN","853 EAST NEW YORK AVENUE, BROOKLYN, NY 11203","SCHENECTADY AVENUE & REMSEN AVENUE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DOT","Department of Transportation","Curb Condition","Broken Curb","The Department of Transportation has determined that this issue is not within its jurisdiction.","MOBILE",40.6625965026964,-73.9342299637366
41309122,"2019-01-01 00:00:00+00","2019-01-10 00:00:00+00","Closed","Unspecified QUEENS","90-34 52 AVENUE, ELMHURST, NY 11373",NULL,NULL,"3+ Family Apt. Building","N/A","LATLONG",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Mouse Sighting","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","MOBILE",40.7388739110531,-73.8724916229161
41310910,"2019-01-01 00:00:00+00","2019-01-01 00:00:00+00","Closed","Unspecified BRONX","899 EAST 169 STREET, BRONX, NY 10459",NULL,NULL,"3+ Family Apt. Building","N/A","LATLONG",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","MOBILE",40.8284687465982,-73.8954530352682
41314898,"2019-01-01 00:00:00+00","2019-01-01 00:00:00+00","Closed","05 BROOKLYN","790 ELDERT LANE, BROOKLYN, NY 11208","DUMONT AVENUE & LINDEN BOULEVARD",NULL,"Other (Explain Below)","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Condition Attracting Rodents","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","PHONE",40.6705540987998,-73.8631053928292
41315045,"2019-01-01 00:00:00+00","2019-01-03 00:00:00+00","Closed","12 QUEENS",NULL,NULL,NULL,"Commercial Building","N/A","INTERSECTION",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Condition Attracting Rodents","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","PHONE",40.7052386849538,-73.7750729115017
41309421,"2019-01-01 00:06:00+00","2019-01-10 00:00:00+00","Closed","15 BROOKLYN","1866 EAST   13 STREET, BROOKLYN, NY 11229","AVENUE R & AVENUE S",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.6041523567207,-73.959312799039
41315071,"2019-01-01 00:00:00+00","2019-01-02 00:00:00+00","Closed","Unspecified BRONX","2825 CLAFLIN AVENUE, BRONX, NY 10468",NULL,NULL,"3+ Family Apt. Building","N/A","LATLONG",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Mouse Sighting","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","MOBILE",40.8727944007029,-73.9001345382538
41315216,"2019-01-01 00:00:00+00","2019-01-16 00:00:00+00","Closed","14 QUEENS","152 BEACH  118 STREET, Rockaway Park, NY 11694","OCEAN PROMENADE & ROCKAWAY BEACH BOULEVARD",NULL,"3+ Family Apartment Building","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Unsanitary Pigeon Condition","Pigeon Waste","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","PHONE",40.5783023947916,-73.838376064123
41315249,"2019-01-01 00:00:00+00","2019-01-03 00:00:00+00","Closed","02 BROOKLYN","321 CARLTON AVENUE, BROOKLYN, NY 11205","DEKALB AVENUE & LAFAYETTE AVENUE",NULL,"Other (Explain Below)","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","PHONE",40.6881849267869,-73.9718458117843
41315356,"2019-01-01 00:00:00+00","2019-01-03 00:00:00+00","Closed","03 BROOKLYN","975 BEDFORD AVENUE, BROOKLYN, NY 11205","DEKALB AVENUE & KOSCIUSZKO STREET",NULL,"Commercial Building","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Unsanitary Pigeon Condition","Pigeon Waste","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","PHONE",40.690685687266,-73.9553583591566
41315359,"2019-01-01 00:00:00+00","2019-01-03 00:00:00+00","Closed","07 QUEENS","28-13 150 STREET, Flushing, NY 11354","28 AVENUE & 29 AVENUE",NULL,"1-2 Family Dwelling","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Unsanitary Animal Pvt Property","Dog","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","ONLINE",40.7727795023763,-73.8155159812475
41315446,"2019-01-01 00:00:00+00","2019-01-02 00:00:00+00","Closed","03 BROOKLYN","829 HALSEY STREET, BROOKLYN, NY 11233","HOWARD AVENUE & SARATOGA AVENUE",NULL,"3+ Family Apt. Building","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Condition Attracting Rodents","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","ONLINE",40.6853138128131,-73.9193955101994
41319148,"2019-01-01 13:19:00+00","2019-01-04 00:00:00+00","Closed","07 MANHATTAN","333 WEST   87 STREET, NEW YORK, NY 10024","WEST END AVENUE & RIVERSIDE DRIVE",NULL,"Sidewalk","N/A","ADDRESS",NULL,"DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",NULL,"PHONE",40.7899644616192,-73.978303157203
41315533,"2019-01-01 00:00:00+00","2019-01-14 00:00:00+00","Closed","03 MANHATTAN","54 HENRY STREET, NEW YORK, NY 10002","CATHERINE STREET & MARKET STREET",NULL,"1-2 Family Dwelling","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","PHONE",40.7129488071119,-73.9952313442263
41315535,"2019-01-01 00:00:00+00","2019-01-01 00:00:00+00","Closed","11 MANHATTAN","227 EAST   96 STREET, NEW YORK, NY 10128","3 AVENUE & 2 AVENUE",NULL,"3+ Family Apt. Building","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","PHONE",40.7847316462413,-73.9482212728013
41315592,"2019-01-01 00:00:00+00","2019-01-02 15:51:11+00","Closed","Unspecified QUEENS","172-48 HENLEY ROAD, JAMAICA, NY 11432",NULL,NULL,"1-2 Family Dwelling","N/A","LATLONG",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Mouse Sighting","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","MOBILE",40.7141408978982,-73.7900922265526
41316076,"2019-01-01 00:00:00+00","2019-01-02 00:00:00+00","Closed","Unspecified BROOKLYN","829 HALSEY STREET, BROOKLYN, NY 11233",NULL,NULL,"3+ Family Apt. Building","N/A","LATLONG",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","MOBILE",40.6855251803212,-73.9194241000672
41316077,"2019-01-01 00:00:00+00","2019-01-03 00:00:00+00","Closed","12 BRONX","4413 EDSON AVENUE, BRONX, NY 10466","NEREID AVENUE & DEAD END",NULL,"1-2 Family Dwelling","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Signs of Rodents","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","PHONE",40.8995190817678,-73.8471554688175
41316266,"2019-01-01 00:00:00+00","2019-01-07 00:00:01+00","Closed","11 BRONX","1920 EAST GUN HILL ROAD, BRONX, NY 10469","ELY AVENUE & NEW ENGLAND TY SB EN E GUN HILL",NULL,"Restaurant/Bar/Deli/Bakery","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Food Poisoning","1 or 2","The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.","PHONE",40.8625041386112,-73.8313839639085
41316419,"2019-01-01 00:00:00+00","2019-01-03 00:00:00+00","Closed","12 MANHATTAN","1318 JUAN PABLO DUARTE BOULEVARD, NEW YORK, NY 10033","WEST 175 STREET & WEST 176 STREET",NULL,"Commercial Building","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Unsanitary Pigeon Condition","Pigeon Waste","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","ONLINE",40.8460014785692,-73.9361449634707
41316435,"2019-01-01 00:00:00+00","2019-01-03 15:54:02+00","Closed","09 MANHATTAN","545 WEST  144 STREET, NEW YORK, NY 10031","AMSTERDAM AVENUE & BROADWAY",NULL,"3+ Family Apt. Building","N/A","ADDRESS",NULL,"DOHMH","Department of Health and Mental Hygiene","Rodent","Mouse Sighting","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status","ONLINE",40.8251043185513,-73.9493677711537
41335877,"2019-01-03 14:28:42+00","2019-02-19 18:49:22+00","Closed","11 QUEENS",NULL,NULL,NULL,"1-, 2- and 3- Family Home","N/A","ADDRESS",NULL,"DOF","Personal Exemption Unit","DOF Property - Reduction Issue","Personal Veteran Exemption","See notes.","PHONE",NULL,NULL
